Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Bucharest Open,2014-07-08 00:00:00,Outdoor,Clay,1st Round,3,Cetkovska P.,Cadantu A.,Cetkovska P.,78,97,736,626,1.36,3.0,6-3 6-2 
Bucharest Open,2014-07-08 00:00:00,Outdoor,Clay,1st Round,3,Kontaveit A.,Kovinic D.,Kovinic D.,168,112,371,553,1.72,2.0,1-6 4-6 
Bucharest Open,2014-07-08 00:00:00,Outdoor,Clay,1st Round,3,Kostova E.,Lim A.,Kostova E.,244,146,219,416,1.53,2.37,3-6 6-4 7-5
Bucharest Open,2014-07-08 00:00:00,Outdoor,Clay,1st Round,3,Karatantcheva S.,Soler Espinosa S.,Soler Espinosa S.,183,79,328,724,2.75,1.4,2-6 1-6 
Bucharest Open,2014-07-08 00:00:00,Outdoor,Clay,1st Round,3,Krunic A.,Panova A.,Krunic A.,155,131,396,466,1.8,1.9,4-6 6-3 6-1
Bucharest Open,2014-07-08 00:00:00,Outdoor,Clay,1st Round,3,Olaru R.,Knapp K.,Knapp K.,887,67,15,875,6.0,1.12,1-6 3-6 
Bucharest Open,2014-07-08 00:00:00,Outdoor,Clay,1st Round,3,Piter K.,Mitu A.,Piter K.,104,211,607,265,2.75,1.4,6-0 1-6 7-6
Bucharest Open,2014-07-09 00:00:00,Outdoor,Clay,1st Round,3,Begu I.,Bertens K.,Bertens K.,64,85,898,689,1.72,2.0,0-6 6-3 2-6
Bucharest Open,2014-07-09 00:00:00,Outdoor,Clay,1st Round,3,Halep S.,De Vroome I.,Halep S.,3,190,6785,308,1.04,13.0,6-0 6-4 
Bucharest Open,2014-07-09 00:00:00,Outdoor,Clay,1st Round,3,Dulgheru A.,Vinci R.,Vinci R.,98,24,625,1880,1.9,1.8,2-6 3-6 
Bucharest Open,2014-07-09 00:00:00,Outdoor,Clay,2nd Round,3,Arruabarrena L.,Buyukakcay C.,Arruabarrena L.,120,164,518,378,1.4,2.75,7-5 3-6 7-6
Bucharest Open,2014-07-09 00:00:00,Outdoor,Clay,2nd Round,3,Piter K.,Hercog P.,Hercog P.,104,61,607,915,6.0,1.12,2-6 7-5 6-7
Bucharest Open,2014-07-09 00:00:00,Outdoor,Clay,2nd Round,3,Kucova K.,Dinu C.,Kucova K.,166,228,376,240,1.5,2.5,6-2 6-3 
Bucharest Open,2014-07-09 00:00:00,Outdoor,Clay,2nd Round,3,Kostova E.,Niculescu M.,Niculescu M.,244,68,219,845,4.5,1.18,5-7 5-7 
Bucharest Open,2014-07-10 00:00:00,Outdoor,Clay,2nd Round,3,Cetkovska P.,Bertens K.,Cetkovska P.,78,85,736,689,2.37,1.53,6-4 3-6 7-6
Bucharest Open,2014-07-10 00:00:00,Outdoor,Clay,2nd Round,3,Knapp K.,Kovinic D.,Kovinic D.,67,112,875,553,1.9,1.8,4-6 6-2 3-6
Bucharest Open,2014-07-10 00:00:00,Outdoor,Clay,2nd Round,3,Halep S.,Krunic A.,Halep S.,3,155,6785,396,1.04,13.0,6-2 6-4 
Bucharest Open,2014-07-10 00:00:00,Outdoor,Clay,2nd Round,3,Soler Espinosa S.,Vinci R.,Vinci R.,79,24,724,1880,2.62,1.44,6-3 2-6 1-6
Bucharest Open,2014-07-11 00:00:00,Outdoor,Clay,Quarterfinals,3,Niculescu M.,Hercog P.,Niculescu M.,68,61,845,915,2.0,1.72,6-2 2-6 7-6
Bucharest Open,2014-07-11 00:00:00,Outdoor,Clay,Quarterfinals,3,Kovinic D.,Kucova K.,Kucova K.,112,166,553,376,1.3,3.4,4-6 6-1 3-6
Bucharest Open,2014-07-11 00:00:00,Outdoor,Clay,Quarterfinals,3,Vinci R.,Cetkovska P.,Vinci R.,24,78,1880,736,1.8,1.9,7-5 6-3 
Bucharest Open,2014-07-11 00:00:00,Outdoor,Clay,Quarterfinals,3,Arruabarrena L.,Halep S.,Halep S.,120,3,518,6785,13.0,1.04,3-6 1-6 
Bucharest Open,2014-07-12 00:00:00,Outdoor,Clay,Semifinals,3,Vinci R.,Kucova K.,Vinci R.,24,166,1880,376,1.16,5.0,6-1 6-3 
Bucharest Open,2014-07-12 00:00:00,Outdoor,Clay,Semifinals,3,Niculescu M.,Halep S.,Halep S.,68,3,845,6785,9.0,1.07,2-6 6-4 1-6
Bucharest Open,2014-07-13 00:00:00,Outdoor,Clay,The Final,3,Halep S.,Vinci R.,Halep S.,3,24,6785,1880,1.12,6.0,6-1 6-3 
Collector Swedish Open,2014-07-14 00:00:00,Outdoor,Clay,1st Round,3,Peterson R.,Cepelova J.,Cepelova J.,251,71,212,794,4.5,1.18,4-6 4-6 
Collector Swedish Open,2014-07-14 00:00:00,Outdoor,Clay,1st Round,3,Scheepers C.,Duque Marino M.,Scheepers C.,91,196,645,293,1.36,3.0,6-3 6-4 
Collector Swedish Open,2014-07-14 00:00:00,Outdoor,Clay,1st Round,3,Pavlyuchenkova A.,Min G.,Min G.,23,114,1890,548,1.72,2.0,0-6 4-6 
Collector Swedish Open,2014-07-15 00:00:00,Outdoor,Clay,1st Round,3,Pfizenmaier D.,Hercog P.,Pfizenmaier D.,134,58,461,945,3.75,1.25,7-5 7-6 
Collector Swedish Open,2014-07-15 00:00:00,Outdoor,Clay,1st Round,3,Piter K.,Beck A.,Beck A.,101,64,603,896,3.25,1.33,3-6 6-4 3-6
Collector Swedish Open,2014-07-15 00:00:00,Outdoor,Clay,1st Round,3,Panova A.,Cadantu A.,Panova A.,137,125,449,498,1.72,2.0,6-2 7-5 
Collector Swedish Open,2014-07-15 00:00:00,Outdoor,Clay,1st Round,3,Larsson J.,Kanepi K.,Kanepi K.,78,54,738,1000,2.5,1.5,2-6 6-4 5-7
Collector Swedish Open,2014-07-15 00:00:00,Outdoor,Clay,1st Round,3,Siegemund L.,Shvedova Y.,Siegemund L.,201,52,285,1017,2.25,1.57,7-5 6-3 
Collector Swedish Open,2014-07-15 00:00:00,Outdoor,Clay,1st Round,3,Cornet A.,Kontaveit A.,Kontaveit A.,21,161,2075,379,1.18,4.5,6-7 3-6 
Collector Swedish Open,2014-07-15 00:00:00,Outdoor,Clay,1st Round,3,Hogenkamp R.,Schmiedlova A.,Hogenkamp R.,152,68,402,844,2.2,1.61,6-3 6-1 
Collector Swedish Open,2014-07-16 00:00:00,Outdoor,Clay,1st Round,3,Martincova T.,Barthel M.,Barthel M.,267,61,183,908,4.0,1.22,4-6 4-6 
Collector Swedish Open,2014-07-16 00:00:00,Outdoor,Clay,1st Round,3,Dabrowski G.,Giorgi C.,Dabrowski G.,236,39,231,1282,5.0,1.16,3-6 6-3 6-2
Collector Swedish Open,2014-07-16 00:00:00,Outdoor,Clay,1st Round,3,Torro Flor M.T.,Goerges J.,Goerges J.,65,94,889,640,1.66,2.1,2-6 0-6 
Collector Swedish Open,2014-07-16 00:00:00,Outdoor,Clay,1st Round,3,Soler Espinosa S.,Arvidsson S.,Soler Espinosa S.,84,132,684,465,1.33,3.25,6-7 6-3 6-3
Collector Swedish Open,2014-07-16 00:00:00,Outdoor,Clay,2nd Round,3,Kontaveit A.,Cepelova J.,Cepelova J.,161,71,379,794,1.72,2.0,4-6 3-6 
Collector Swedish Open,2014-07-16 00:00:00,Outdoor,Clay,2nd Round,3,Scheepers C.,Siegemund L.,Scheepers C.,91,201,645,285,1.66,2.1,3-6 6-4 7-5
Collector Swedish Open,2014-07-16 00:00:00,Outdoor,Clay,2nd Round,3,Beck A.,Arruabarrena L.,Arruabarrena L.,64,108,896,573,1.72,2.0,6-2 4-6 6-7
Collector Swedish Open,2014-07-16 00:00:00,Outdoor,Clay,2nd Round,3,Putintseva Y.,Pfizenmaier D.,Putintseva Y.,204,134,275,461,1.72,2.0,6-3 4-6 6-2
Collector Swedish Open,2014-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Dabrowski G.,Barthel M.,Barthel M.,236,61,231,908,4.5,1.2,4-6 6-3 4-6
Collector Swedish Open,2014-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Panova A.,Min G.,Panova A.,137,114,449,548,4.0,1.22,6-2 6-4 
Collector Swedish Open,2014-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Goerges J.,Soler Espinosa S.,Soler Espinosa S.,94,84,640,684,1.66,2.1,6-4 1-6 3-6
Collector Swedish Open,2014-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Kanepi K.,Hogenkamp R.,Kanepi K.,54,152,1000,402,1.36,3.0,6-3 6-1 
Collector Swedish Open,2014-07-18 00:00:00,Outdoor,Clay,Quarterfinals,3,Panova A.,Soler Espinosa S.,Soler Espinosa S.,137,84,449,684,3.4,1.33,3-6 2-6 
Collector Swedish Open,2014-07-18 00:00:00,Outdoor,Clay,Quarterfinals,3,Scheepers C.,Arruabarrena L.,Scheepers C.,91,108,645,573,1.57,2.37,6-2 4-6 6-3
Collector Swedish Open,2014-07-18 00:00:00,Outdoor,Clay,Quarterfinals,3,Kanepi K.,Barthel M.,Barthel M.,54,61,1000,908,1.44,2.75,2-6 6-7 
Collector Swedish Open,2014-07-18 00:00:00,Outdoor,Clay,Quarterfinals,3,Cepelova J.,Putintseva Y.,Cepelova J.,71,204,794,275,1.66,2.2,6-4 7-5 
Collector Swedish Open,2014-07-19 00:00:00,Outdoor,Clay,Semifinals,3,Cepelova J.,Scheepers C.,Scheepers C.,71,91,794,645,2.0,1.8,5-7 2-6 
Collector Swedish Open,2014-07-19 00:00:00,Outdoor,Clay,Semifinals,3,Barthel M.,Soler Espinosa S.,Barthel M.,61,84,908,684,1.72,2.1,6-2 4-6 7-5
Collector Swedish Open,2014-07-20 00:00:00,Outdoor,Clay,The Final,3,Scheepers C.,Barthel M.,Barthel M.,91,61,645,908,2.1,1.72,3-6 6-7 
TEB BNP Paribas Istanbul Cup,2014-07-14 00:00:00,Outdoor,Hard,1st Round,3,Jovanovski B.,Van Uytvanck A.,Jovanovski B.,40,80,1200,700,1.44,2.62,1-6 6-4 7-5
TEB BNP Paribas Istanbul Cup,2014-07-14 00:00:00,Outdoor,Hard,1st Round,3,Kovinic D.,Svitolina E.,Svitolina E.,116,35,542,1395,3.0,1.36,1-6 6-4 4-6
TEB BNP Paribas Istanbul Cup,2014-07-14 00:00:00,Outdoor,Hard,1st Round,3,Koukalova K.,Vekic D.,Koukalova K.,33,74,1415,755,1.53,2.37,4-6 6-0 6-4
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Pironkova T.,Voegele S.,Voegele S.,55,72,996,780,2.2,1.61,4-6 5-7 
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Konjuh A.,Rybarikova M.,Konjuh A.,139,37,440,1345,1.8,1.9,3-6 6-3 6-4
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Glushko J.,Siniakova K.,Siniakova K.,103,130,594,469,3.0,1.36,2-6 4-6 
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Peer S.,Kulichkova E.,Peer S.,97,207,625,273,2.75,1.4,1-6 6-1 6-4
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Mayr P.,Mladenovic K.,Mladenovic K.,77,102,739,596,2.25,1.57,4-6 2-6 
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Schiavone F.,Jaksic J.,Schiavone F.,75,123,740,503,1.4,2.75,6-2 6-3 
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Konta J.,Nara K.,Nara K.,89,38,652,1284,1.36,3.0,2-6 0-6 
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Dulgheru A.,Kozlova K.,Dulgheru A.,99,128,619,477,1.72,2.0,3-6 6-0 6-3
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Soylu I.,Knapp K.,Knapp K.,351,67,111,875,4.5,1.16,2-6 2-6 
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Vinci R.,Tatishvili A.,Vinci R.,24,112,1780,558,1.36,3.0,6-2 6-2 
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Buyukakcay C.,Pliskova Ka.,Pliskova Ka.,153,47,400,1100,4.0,1.22,4-6 6-3 0-6
TEB BNP Paribas Istanbul Cup,2014-07-15 00:00:00,Outdoor,Hard,1st Round,3,Wozniacki C.,Bencic B.,Wozniacki C.,15,62,2825,903,1.25,3.75,6-0 6-0 
TEB BNP Paribas Istanbul Cup,2014-07-16 00:00:00,Outdoor,Hard,2nd Round,3,Voegele S.,Svitolina E.,Svitolina E.,72,35,780,1395,2.2,1.61,0-6 3-6 
TEB BNP Paribas Istanbul Cup,2014-07-16 00:00:00,Outdoor,Hard,2nd Round,3,Mladenovic K.,Koukalova K.,Mladenovic K.,102,33,596,1415,2.5,1.5,6-1 6-3 
TEB BNP Paribas Istanbul Cup,2014-07-16 00:00:00,Outdoor,Hard,2nd Round,3,Jovanovski B.,Schiavone F.,Schiavone F.,40,75,1200,740,1.83,1.83,1-6 4-6 
TEB BNP Paribas Istanbul Cup,2014-07-16 00:00:00,Outdoor,Hard,2nd Round,3,Wozniacki C.,Knapp K.,Wozniacki C.,15,67,2825,875,1.11,6.5,4-6 6-2 6-1
TEB BNP Paribas Istanbul Cup,2014-07-17 00:00:00,Outdoor,Hard,2nd Round,3,Doi M.,Konjuh A.,Konjuh A.,85,139,683,440,2.75,1.4,4-6 7-6 4-6
TEB BNP Paribas Istanbul Cup,2014-07-17 00:00:00,Outdoor,Hard,2nd Round,3,Nara K.,Siniakova K.,Nara K.,38,130,1284,469,1.66,2.1,7-6 6-7 6-2
TEB BNP Paribas Istanbul Cup,2014-07-17 00:00:00,Outdoor,Hard,2nd Round,3,Peer S.,Pliskova Ka.,Pliskova Ka.,97,47,625,1100,4.0,1.22,2-6 5-7 
TEB BNP Paribas Istanbul Cup,2014-07-18 00:00:00,Outdoor,Hard,Quarterfinals,3,Konjuh A.,Svitolina E.,Konjuh A.,139,35,440,1395,2.62,1.5,6-4 1-6 6-1
TEB BNP Paribas Istanbul Cup,2014-07-18 00:00:00,Outdoor,Hard,Quarterfinals,3,Schiavone F.,Mladenovic K.,Mladenovic K.,75,102,740,596,1.72,2.1,6-3 3-6 5-7
TEB BNP Paribas Istanbul Cup,2014-07-18 00:00:00,Outdoor,Hard,Quarterfinals,3,Vinci R.,Nara K.,Vinci R.,24,38,1780,1284,1.5,2.62,6-0 6-2 
TEB BNP Paribas Istanbul Cup,2014-07-18 00:00:00,Outdoor,Hard,Quarterfinals,3,Pliskova Ka.,Wozniacki C.,Wozniacki C.,47,15,1100,2825,3.75,1.28,1-6 6-3 2-6
TEB BNP Paribas Istanbul Cup,2014-07-19 00:00:00,Outdoor,Hard,Semifinals,3,Vinci R.,Konjuh A.,Vinci R.,24,139,1780,440,1.4,3.0,6-4 6-2 
TEB BNP Paribas Istanbul Cup,2014-07-19 00:00:00,Outdoor,Hard,Semifinals,3,Mladenovic K.,Wozniacki C.,Wozniacki C.,102,15,596,2825,5.0,1.16,2-6 3-6 
TEB BNP Paribas Istanbul Cup,2014-07-20 00:00:00,Outdoor,Hard,The Final,3,Wozniacki C.,Vinci R.,Wozniacki C.,15,24,2825,1780,1.4,3.0,6-1 6-1 
Baku Cup,2014-07-21 00:00:00,Outdoor,Hard,1st Round,3,Cadantu A.,Voegele S.,Voegele S.,131,72,469,790,4.0,1.22,1-6 4-6 
Baku Cup,2014-07-21 00:00:00,Outdoor,Hard,1st Round,3,Jovanovski B.,Mayr P.,Jovanovski B.,40,83,1200,689,1.33,3.25,2-6 7-5 6-3
Baku Cup,2014-07-21 00:00:00,Outdoor,Hard,1st Round,3,Pliskova Kr.,Piter K.,Piter K.,94,120,644,513,1.4,2.75,7-6 3-6 4-6
Baku Cup,2014-07-21 00:00:00,Outdoor,Hard,1st Round,3,Parmentier P.,Dulgheru A.,Parmentier P.,95,96,637,637,2.25,1.57,6-4 6-1 
Baku Cup,2014-07-21 00:00:00,Outdoor,Hard,1st Round,3,Meusburger Y.,Peer S.,Peer S.,60,90,905,654,1.66,2.1,2-6 4-6 
Baku Cup,2014-07-22 00:00:00,Outdoor,Hard,1st Round,3,Mladenovic K.,Watson H.,Mladenovic K.,81,57,693,980,2.25,1.57,6-2 3-6 6-0
Baku Cup,2014-07-22 00:00:00,Outdoor,Hard,1st Round,3,Savchuk O.,Vekic D.,Vekic D.,215,76,258,755,3.81,1.3,6-7 0-6 
Baku Cup,2014-07-22 00:00:00,Outdoor,Hard,1st Round,3,Dolonc V.,Gaydarzhi K.,Dolonc V.,162,1040,370,9,1.02,17.0,6-0 6-2 
Baku Cup,2014-07-22 00:00:00,Outdoor,Hard,1st Round,3,Nara K.,Schiavone F.,Schiavone F.,39,75,1274,770,2.25,1.57,2-6 2-6 
Baku Cup,2014-07-22 00:00:00,Outdoor,Hard,1st Round,3,Eguchi M.,Rybarikova M.,Eguchi M.,183,36,315,1345,3.25,1.33,6-4 7-6 
Baku Cup,2014-07-22 00:00:00,Outdoor,Hard,1st Round,3,Bondarenko K.,Glushko J.,Glushko J.,679,102,32,594,1.57,2.25,2-6 6-2 5-7
Baku Cup,2014-07-22 00:00:00,Outdoor,Hard,1st Round,3,Svitolina E.,Abduraimova N.,Svitolina E.,37,191,1325,298,1.12,6.0,6-2 6-4 
Baku Cup,2014-07-22 00:00:00,Outdoor,Hard,1st Round,3,Kovinic D.,Soler Espinosa S.,Soler Espinosa S.,112,73,542,780,1.66,2.1,2-6 4-6 
Baku Cup,2014-07-22 00:00:00,Outdoor,Hard,1st Round,3,Cirstea S.,Jabeur O.,Cirstea S.,29,153,1521,391,1.4,2.75,6-3 6-3 
Baku Cup,2014-07-23 00:00:00,Outdoor,Hard,2nd Round,3,Radwanska U.,Eguchi M.,Eguchi M.,117,183,529,315,1.57,2.25,2-6 1-6 
Baku Cup,2014-07-23 00:00:00,Outdoor,Hard,2nd Round,3,Jovanovski B.,Piter K.,Jovanovski B.,40,120,1200,513,1.3,3.4,6-3 6-1 
Baku Cup,2014-07-23 00:00:00,Outdoor,Hard,2nd Round,3,Dolonc V.,Peer S.,Peer S.,162,90,370,654,2.2,1.61,6-3 2-6 3-6
Baku Cup,2014-07-23 00:00:00,Outdoor,Hard,2nd Round,3,Parmentier P.,Cepelova J.,Parmentier P.,95,62,637,894,2.37,1.53,7-6 6-4 
Baku Cup,2014-07-24 00:00:00,Outdoor,Hard,2nd Round,3,Cirstea S.,Voegele S.,Voegele S.,29,72,1521,790,1.53,2.37,1-6 1-6 
Baku Cup,2014-07-24 00:00:00,Outdoor,Hard,2nd Round,3,Schiavone F.,Glushko J.,Schiavone F.,75,102,770,594,1.18,4.5,6-2 7-6 
Baku Cup,2014-07-24 00:00:00,Outdoor,Hard,2nd Round,3,Vekic D.,Mladenovic K.,Mladenovic K.,76,81,755,693,2.25,1.57,6-2 3-6 0-6
Baku Cup,2014-07-24 00:00:00,Outdoor,Hard,2nd Round,3,Svitolina E.,Soler Espinosa S.,Svitolina E.,37,73,1325,780,1.36,3.0,7-5 6-2 
Baku Cup,2014-07-25 00:00:00,Outdoor,Hard,Quarterfinals,3,Eguchi M.,Jovanovski B.,Jovanovski B.,183,40,315,1200,3.0,1.4,6-4 5-7 3-6
Baku Cup,2014-07-25 00:00:00,Outdoor,Hard,Quarterfinals,3,Voegele S.,Peer S.,Voegele S.,72,90,790,654,1.44,2.75,6-2 2-6 6-4
Baku Cup,2014-07-25 00:00:00,Outdoor,Hard,Quarterfinals,3,Parmentier P.,Svitolina E.,Svitolina E.,95,37,637,1325,4.33,1.22,4-6 4-6 
Baku Cup,2014-07-25 00:00:00,Outdoor,Hard,Quarterfinals,3,Schiavone F.,Mladenovic K.,Schiavone F.,75,81,770,693,1.9,1.9,6-3 4-6 6-0
Baku Cup,2014-07-26 00:00:00,Outdoor,Hard,Semifinals,3,Voegele S.,Jovanovski B.,Jovanovski B.,72,40,790,1200,1.9,1.9,2-6 6-2 4-6
Baku Cup,2014-07-26 00:00:00,Outdoor,Hard,Semifinals,3,Svitolina E.,Schiavone F.,Svitolina E.,37,75,1325,770,1.72,2.1,3-6 6-1 6-4
Baku Cup,2014-07-27 00:00:00,Outdoor,Hard,The Final,3,Jovanovski B.,Svitolina E.,Svitolina E.,40,37,1200,1325,2.62,1.5,1-6 6-7 
Bank of the West Classic,2014-07-28 00:00:00,Outdoor,Hard,1st Round,3,Pliskova Ka.,Date Krumm K.,Pliskova Ka.,45,43,1130,1140,1.33,3.25,6-1 6-3 
Bank of the West Classic,2014-07-28 00:00:00,Outdoor,Hard,1st Round,3,Stosur S.,Osaka N.,Osaka N.,19,406,2415,90,1.08,8.0,6-4 6-7 5-7
Bank of the West Classic,2014-07-28 00:00:00,Outdoor,Hard,1st Round,3,Vickery S.,Zhang S.,Vickery S.,193,30,292,1396,3.0,1.36,6-1 6-2 
Bank of the West Classic,2014-07-28 00:00:00,Outdoor,Hard,1st Round,3,Garcia C.,Lepchenko V.,Lepchenko V.,44,59,1139,932,2.2,1.61,4-6 3-6 
Bank of the West Classic,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Petkovic A.,Tomljanovic A.,Petkovic A.,18,55,2460,985,1.25,3.75,6-1 6-4 
Bank of the West Classic,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Ahn K.,Vandeweghe C.,Vandeweghe C.,912,48,13,1085,8.0,1.08,2-6 5-7 
Bank of the West Classic,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Puig M.,Suarez Navarro C.,Puig M.,71,16,817,2695,2.75,1.4,6-3 7-5 
Bank of the West Classic,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Cibulkova D.,Muguruza G.,Muguruza G.,12,28,3167,1535,1.57,2.25,2-6 6-4 2-6
Bank of the West Classic,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Ivanovic A.,Lisicki S.,Ivanovic A.,11,29,3660,1427,1.28,3.5,7-6 6-1 
Bank of the West Classic,2014-07-30 00:00:00,Outdoor,Hard,1st Round,3,Kania P.,Williams V.,Williams V.,181,25,310,1726,7.0,1.1,3-6 2-6 
Bank of the West Classic,2014-07-30 00:00:00,Outdoor,Hard,1st Round,3,Hantuchova D.,Ormaechea P.,Hantuchova D.,33,89,1361,663,1.33,3.25,6-3 6-4 
Bank of the West Classic,2014-07-30 00:00:00,Outdoor,Hard,2nd Round,3,Puig M.,Vickery S.,Vickery S.,71,193,817,292,1.28,3.5,7-6 2-6 1-6
Bank of the West Classic,2014-07-30 00:00:00,Outdoor,Hard,2nd Round,3,Lepchenko V.,Radwanska A.,Lepchenko V.,59,5,932,5130,5.0,1.16,6-3 3-6 6-4
Bank of the West Classic,2014-07-31 00:00:00,Outdoor,Hard,2nd Round,3,Osaka N.,Petkovic A.,Petkovic A.,406,18,90,2460,9.0,1.07,2-6 2-6 
Bank of the West Classic,2014-07-31 00:00:00,Outdoor,Hard,2nd Round,3,Williams S.,Pliskova Ka.,Williams S.,1,45,9231,1130,1.1,7.0,7-5 6-2 
Bank of the West Classic,2014-07-31 00:00:00,Outdoor,Hard,2nd Round,3,Hantuchova D.,Muguruza G.,Muguruza G.,33,28,1361,1535,3.5,1.28,4-6 4-6 
Bank of the West Classic,2014-07-31 00:00:00,Outdoor,Hard,2nd Round,3,Kerber A.,Vandeweghe C.,Kerber A.,8,48,4365,1085,1.33,3.25,7-6 0-6 6-2
Bank of the West Classic,2014-07-31 00:00:00,Outdoor,Hard,2nd Round,3,Zhao C.,Ivanovic A.,Ivanovic A.,421,11,83,3660,15.0,1.03,1-6 1-6 
Bank of the West Classic,2014-08-01 00:00:00,Outdoor,Hard,2nd Round,3,Williams V.,Azarenka V.,Williams V.,25,10,1726,3812,2.0,1.72,6-4 7-6 
Bank of the West Classic,2014-08-01 00:00:00,Outdoor,Hard,Quarterfinals,3,Muguruza G.,Kerber A.,Kerber A.,28,8,1535,4365,2.1,1.72,2-6 1-6 
Bank of the West Classic,2014-08-01 00:00:00,Outdoor,Hard,Quarterfinals,3,Lepchenko V.,Vickery S.,Lepchenko V.,59,193,932,292,1.4,3.0,6-1 6-0 
Bank of the West Classic,2014-08-02 00:00:00,Outdoor,Hard,Quarterfinals,3,Williams V.,Petkovic A.,Petkovic A.,25,18,1726,2460,1.57,2.37,1-6 6-3 5-7
Bank of the West Classic,2014-08-02 00:00:00,Outdoor,Hard,Quarterfinals,3,Williams S.,Ivanovic A.,Williams S.,1,11,9231,3660,1.25,4.0,2-6 6-3 7-5
Bank of the West Classic,2014-08-02 00:00:00,Outdoor,Hard,Semifinals,3,Petkovic A.,Williams S.,Williams S.,18,1,2460,9231,4.5,1.2,5-7 0-6 
Bank of the West Classic,2014-08-03 00:00:00,Outdoor,Hard,Semifinals,3,Kerber A.,Lepchenko V.,Kerber A.,8,59,4365,932,1.4,3.0,4-6 7-6 6-2
Bank of the West Classic,2014-08-03 00:00:00,Outdoor,Hard,The Final,3,Kerber A.,Williams S.,Williams S.,8,1,4365,9231,6.0,1.12,6-7 3-6 
Citi Open,2014-07-28 00:00:00,Outdoor,Hard,1st Round,3,Kuznetsova S.,Hercog P.,Kuznetsova S.,26,72,1646,806,1.28,3.5,6-3 6-2 
Citi Open,2014-07-28 00:00:00,Outdoor,Hard,1st Round,3,Abanda F.,King V.,King V.,214,76,269,740,3.0,1.36,2-6 0-6 
Citi Open,2014-07-28 00:00:00,Outdoor,Hard,1st Round,3,Kuwata H.,Riske A.,Kuwata H.,200,46,280,1121,4.33,1.2,6-0 7-5 
Citi Open,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Cornet A.,Rogers S.,Rogers S.,21,121,2075,493,1.36,3.0,5-7 6-4 4-6
Citi Open,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Townsend T.,Goerges J.,Townsend T.,143,92,421,650,1.72,2.0,3-6 6-2 6-3
Citi Open,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Keys M.,Nara K.,Nara K.,27,40,1545,1248,1.22,4.0,5-7 3-6 
Citi Open,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Cirstea S.,Bertens K.,Cirstea S.,35,77,1351,736,2.25,1.57,6-4 4-6 6-3
Citi Open,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Black T.A.,Diyas Z.,Diyas Z.,718,53,28,999,2.5,1.5,4-6 0-6 
Citi Open,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Mladenovic K.,Safarova L.,Mladenovic K.,78,17,735,2675,3.5,1.28,2-6 6-3 6-3
Citi Open,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Pliskova Kr.,Erakovic M.,Erakovic M.,96,82,630,689,1.83,1.83,6-4 2-6 4-6
Citi Open,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Makarova E.,Rybarikova M.,Makarova E.,20,37,2380,1345,1.4,2.75,6-1 6-1 
Citi Open,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Razzano V.,Pavlyuchenkova A.,Pavlyuchenkova A.,116,24,509,1890,3.5,1.28,2-6 2-6 
Citi Open,2014-07-29 00:00:00,Outdoor,Hard,1st Round,3,Jovanovski B.,Rogowska O.,Jovanovski B.,36,104,1350,556,1.53,2.37,6-7 7-5 7-5
