Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Birmingham Classic ,2019-06-20 00:00:00,Outdoor,Grass,2nd Round,3,Putintseva Y.,Osaka N.,Putintseva Y.,43,1,1270,6377,3.75,1.25,6-2 6-3 
Birmingham Classic ,2019-06-20 00:00:00,Outdoor,Grass,2nd Round,3,Rodina E.,Goerges J.,Goerges J.,76,19,775,2400,4.5,1.18,4-6 3-6 
Birmingham Classic ,2019-06-20 00:00:00,Outdoor,Grass,2nd Round,3,Williams V.,Wang Q.,Williams V.,55,15,1105,2752,1.5,2.5,6-3 6-2 
Birmingham Classic ,2019-06-21 00:00:00,Outdoor,Grass,Quarterfinals,3,Pliskova Kr.,Strycova B.,Strycova B.,112,51,573,1125,3.0,1.4,2-6 4-6 
Birmingham Classic ,2019-06-21 00:00:00,Outdoor,Grass,Quarterfinals,3,Martic P.,Ostapenko J.,Martic P.,25,37,1975,1432,1.8,2.0,6-7 7-5 6-1
Birmingham Classic ,2019-06-21 00:00:00,Outdoor,Grass,Quarterfinals,3,Williams V.,Barty A.,Barty A.,55,2,1105,6125,4.33,1.22,4-6 3-6 
Birmingham Classic ,2019-06-21 00:00:00,Outdoor,Grass,Quarterfinals,3,Goerges J.,Putintseva Y.,Goerges J.,19,43,2400,1270,1.57,2.37,6-3 6-2 
Birmingham Classic ,2019-06-22 00:00:00,Outdoor,Grass,Semifinals,3,Strycova B.,Barty A.,Barty A.,51,2,1125,6125,5.0,1.16,4-6 4-6 
Birmingham Classic ,2019-06-22 00:00:00,Outdoor,Grass,Semifinals,3,Goerges J.,Martic P.,Goerges J.,19,25,2400,1975,1.72,2.1,6-4 6-3 
Birmingham Classic ,2019-06-23 00:00:00,Outdoor,Grass,The Final,3,Goerges J.,Barty A.,Barty A.,19,2,2400,6125,3.75,1.28,3-6 5-7 
Mallorca Open,2019-06-17 00:00:00,Outdoor,Grass,1st Round,3,Tomljanovic A.,Puig M.,Tomljanovic A.,47,53,1168,1113,1.57,2.25,6-4 7-5 
Mallorca Open,2019-06-17 00:00:00,Outdoor,Grass,1st Round,3,Siniakova K.,Van Uytvanck A.,Van Uytvanck A.,38,57,1387,1030,1.53,2.37,2-6 6-3 3-6
Mallorca Open,2019-06-17 00:00:00,Outdoor,Grass,1st Round,3,Bencic B.,Peterson R.,Bencic B.,13,64,2953,872,1.2,4.33,7-5 6-4 
Mallorca Open,2019-06-17 00:00:00,Outdoor,Grass,1st Round,3,Friedsam A.L.,Wang Yaf.,Wang Yaf.,358,58,116,1008,1.83,1.83,5-7 3-6 
Mallorca Open,2019-06-17 00:00:00,Outdoor,Grass,1st Round,3,Kenin S.,Flipkens K.,Kenin S.,30,80,1743,730,1.53,2.37,6-2 6-3 
Mallorca Open,2019-06-17 00:00:00,Outdoor,Grass,1st Round,3,Petkovic A.,Mertens E.,Mertens E.,71,21,825,2195,3.0,1.36,2-6 2-6 
Mallorca Open,2019-06-18 00:00:00,Outdoor,Grass,1st Round,3,Jabeur O.,Juvan K.,Jabeur O.,63,129,880,496,2.0,1.72,7-5 7-6 
Mallorca Open,2019-06-18 00:00:00,Outdoor,Grass,1st Round,3,Lepchenko V.,Sevastova A.,Sevastova A.,123,12,508,3366,3.75,1.25,3-6 6-7 
Mallorca Open,2019-06-18 00:00:00,Outdoor,Grass,1st Round,3,Stosur S.,Zheng S.,Stosur S.,115,44,559,1210,1.83,1.83,6-4 7-5 
Mallorca Open,2019-06-18 00:00:00,Outdoor,Grass,1st Round,3,Zhang S.,Rogers S.,Rogers S.,52,356,1120,116,1.83,1.83,2-6 2-6 
Mallorca Open,2019-06-18 00:00:00,Outdoor,Grass,1st Round,3,Anisimova A.,Martincova T.,Anisimova A.,27,143,1890,418,1.25,3.75,3-6 7-6 6-4
Mallorca Open,2019-06-18 00:00:00,Outdoor,Grass,1st Round,3,Azarenka V.,Garcia C.,Garcia C.,41,23,1320,2105,1.53,2.37,6-1 4-6 5-7
Mallorca Open,2019-06-18 00:00:00,Outdoor,Grass,1st Round,3,Badosa P.,Riske A.,Badosa P.,132,49,487,1153,4.5,1.18,6-7 7-5 7-5
Mallorca Open,2019-06-18 00:00:00,Outdoor,Grass,1st Round,3,Kuzmova V.,Sharapova M.,Sharapova M.,46,85,1185,710,1.8,1.9,6-7 0-6 
Mallorca Open,2019-06-18 00:00:00,Outdoor,Grass,1st Round,3,Kerber A.,Bonaventure Y.,Kerber A.,6,118,4675,543,1.2,4.33,7-5 4-6 6-2
Mallorca Open,2019-06-18 00:00:00,Outdoor,Grass,1st Round,3,Sorribes Tormo S.,Cornet A.,Cornet A.,70,56,830,1095,1.44,2.62,0-6 1-6 
Mallorca Open,2019-06-19 00:00:00,Outdoor,Grass,2nd Round,3,Wang Yaf.,Van Uytvanck A.,Wang Yaf.,58,57,1008,1030,2.5,1.5,7-6 6-3 
Mallorca Open,2019-06-19 00:00:00,Outdoor,Grass,2nd Round,3,Stosur S.,Mertens E.,Mertens E.,115,21,559,2195,3.75,1.25,3-6 3-6 
Mallorca Open,2019-06-19 00:00:00,Outdoor,Grass,2nd Round,3,Sevastova A.,Tomljanovic A.,Sevastova A.,12,47,3366,1168,1.61,2.2,6-2 6-1 
Mallorca Open,2019-06-20 00:00:00,Outdoor,Grass,2nd Round,3,Cornet A.,Anisimova A.,Anisimova A.,56,27,1095,1890,2.37,1.53,2-6 4-6 
Mallorca Open,2019-06-20 00:00:00,Outdoor,Grass,2nd Round,3,Kerber A.,Sharapova M.,Kerber A.,6,85,4675,710,1.72,2.0,6-2 6-3 
Mallorca Open,2019-06-20 00:00:00,Outdoor,Grass,2nd Round,3,Badosa P.,Garcia C.,Garcia C.,132,23,487,2105,4.5,1.18,2-6 7-6 3-6
Mallorca Open,2019-06-21 00:00:00,Outdoor,Grass,Quarterfinals,3,Kenin S.,Mertens E.,Kenin S.,30,21,1743,2195,2.1,1.72,1-6 6-1 6-3
Mallorca Open,2019-06-21 00:00:00,Outdoor,Grass,Quarterfinals,3,Anisimova A.,Bencic B.,Bencic B.,27,13,1890,2953,2.1,1.72,2-6 2-6 
Mallorca Open,2019-06-21 00:00:00,Outdoor,Grass,Quarterfinals,3,Sevastova A.,Wang Yaf.,Sevastova A.,12,58,3366,1008,1.28,3.75,6-2 6-1 
Mallorca Open,2019-06-21 00:00:00,Outdoor,Grass,Quarterfinals,3,Garcia C.,Kerber A.,Kerber A.,23,6,2105,4675,3.0,1.4,3-6 6-7 
Mallorca Open,2019-06-22 00:00:00,Outdoor,Grass,Semifinals,3,Kenin S.,Sevastova A.,Kenin S.,30,12,1743,3366,2.3,1.61,6-4 4-6 6-2
Mallorca Open,2019-06-22 00:00:00,Outdoor,Grass,Semifinals,3,Kerber A.,Bencic B.,Bencic B.,6,13,4675,2953,1.53,2.5,6-2 6-7 4-6
Mallorca Open,2019-06-23 00:00:00,Outdoor,Grass,The Final,3,Kenin S.,Bencic B.,Kenin S.,30,13,1743,2953,2.5,1.53,6-7 7-6 6-4
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Dart H.,Kontaveit A.,Kontaveit A.,170,20,354,2335,4.33,1.2,6-3 4-6 2-6
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Zhang S.,Swan K.,Zhang S.,51,207,1120,274,1.53,2.37,7-6 4-6 6-4
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Watson H.,Cornet A.,Cornet A.,122,55,531,1070,2.1,1.66,5-7 2-6 
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Gasparyan M.,Siniakova K.,Gasparyan M.,61,38,929,1387,1.83,1.83,6-3 6-3 
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Sasnovich A.,Peterson R.,Peterson R.,37,66,1490,842,1.57,2.25,6-4 3-6 2-6
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Alexandrova E.,Tomljanovic A.,Alexandrova E.,52,49,1118,1150,2.0,1.72,6-2 7-6 
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Yastremska D.,Konta J.,Konta J.,36,19,1504,2430,2.37,1.53,2-6 4-6 
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Sakkari M.,Pegula J.,Sakkari M.,32,74,1641,801,1.5,2.5,6-2 6-1 
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Ferro F.,Friedsam A.L.,Friedsam A.L.,99,356,649,117,1.61,2.2,2-6 2-6 
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Petkovic A.,Kasatkina D.,Petkovic A.,70,30,825,1790,2.62,1.44,5-7 6-4 6-2
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Puig M.,Mertens E.,Mertens E.,53,21,1113,2195,2.62,1.44,4-6 6-7 
Eastbourne International,2019-06-23 00:00:00,Outdoor,Grass,1st Round,3,Parmentier P.,Linette M.,Parmentier P.,82,75,724,800,3.0,1.36,7-6 2-6 6-4
Eastbourne International,2019-06-24 00:00:00,Outdoor,Grass,1st Round,3,Rodina E.,Jabeur O.,Jabeur O.,73,62,805,885,2.5,1.5,6-1 6-7 5-7
Eastbourne International,2019-06-24 00:00:00,Outdoor,Grass,1st Round,3,Vondrousova M.,Zheng S.,Vondrousova M.,16,43,2745,1210,1.25,3.75,6-2 6-3 
Eastbourne International,2019-06-24 00:00:00,Outdoor,Grass,1st Round,3,Buzarnescu M.,Ostapenko J.,Ostapenko J.,47,35,1160,1531,3.0,1.36,4-6 4-6 
Eastbourne International,2019-06-24 00:00:00,Outdoor,Grass,1st Round,3,Zidansek T.,Suarez Navarro C.,Zidansek T.,59,31,950,1732,2.62,1.44,4-6 7-5 7-5
Eastbourne International,2019-06-24 00:00:00,Outdoor,Grass,1st Round,3,Giorgi C.,Hsieh S.W.,Hsieh S.W.,41,29,1332,1885,3.0,1.36,3-6 6-4 4-6
Eastbourne International,2019-06-24 00:00:00,Outdoor,Grass,1st Round,3,Gavrilova D.,Golubic V.,Gavrilova D.,78,83,762,723,2.09,1.8,6-0 6-7 7-6
Eastbourne International,2019-06-24 00:00:00,Outdoor,Grass,1st Round,3,Flipkens K.,Wozniacki C.,Wozniacki C.,81,14,730,2833,2.37,1.53,3-6 4-6 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,1st Round,3,Bencic B.,Kudermetova V.,Bencic B.,13,58,3073,971,1.66,2.1,6-3 6-4 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,1st Round,3,Kenin S.,Stosur S.,Stosur S.,28,132,1895,479,1.5,2.5,2-6 3-6 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,1st Round,3,Tsurenko L.,Diyas Z.,Tsurenko L.,33,89,1587,700,2.11,1.79,6-2 6-2 
Eastbourne International,2019-06-24 00:00:00,Outdoor,Grass,2nd Round,3,Gasparyan M.,Pliskova Ka.,Pliskova Ka.,61,3,929,5685,3.75,1.25,3-6 3-6 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Bertens K.,Putintseva Y.,Bertens K.,4,39,5425,1350,1.28,3.5,6-4 6-1 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Minella M.,Jabeur O.,Jabeur O.,98,62,650,885,3.0,1.36,6-2 2-6 1-6
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Cornet A.,Svitolina E.,Cornet A.,55,8,1070,3868,2.5,1.5,6-3 7-6 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Kontaveit A.,Friedsam A.L.,Friedsam A.L.,20,356,2335,117,1.36,3.0,3-6 4-6 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Mertens E.,Vondrousova M.,Mertens E.,21,16,2195,2745,1.83,1.83,6-1 5-7 6-2
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Gavrilova D.,Zhang S.,Zhang S.,78,51,762,1120,1.61,2.2,3-6 1-6 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Konta J.,Sakkari M.,Konta J.,19,32,2430,1641,1.36,3.0,6-4 7-6 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Tsurenko L.,Peterson R.,Peterson R.,33,66,1587,842,1.9,1.8,6-7 4-6 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Sabalenka A.,Zidansek T.,Sabalenka A.,10,59,3565,950,1.28,3.5,6-2 6-3 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Stosur S.,Kerber A.,Kerber A.,132,5,479,4685,4.5,1.18,4-6 4-6 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Hercog P.,Parmentier P.,Hercog P.,60,82,929,724,1.28,3.5,2-6 6-2 7-6
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Stephens S.,Ostapenko J.,Ostapenko J.,9,35,3682,1531,2.2,1.61,6-1 0-6 3-6
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Halep S.,Hsieh S.W.,Halep S.,7,29,3963,1885,1.4,2.75,6-2 6-0 
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Bencic B.,Alexandrova E.,Alexandrova E.,13,52,3073,1118,1.4,2.75,7-6 2-6 3-6
Eastbourne International,2019-06-25 00:00:00,Outdoor,Grass,2nd Round,3,Wozniacki C.,Petkovic A.,Wozniacki C.,14,70,2833,825,1.22,4.0,6-4 6-4 
Eastbourne International,2019-06-26 00:00:00,Outdoor,Grass,3rd Round,3,Konta J.,Jabeur O.,Jabeur O.,19,62,2430,885,1.12,6.0,3-6 2-6 
Eastbourne International,2019-06-26 00:00:00,Outdoor,Grass,3rd Round,3,Cornet A.,Zhang S.,Cornet A.,55,51,1070,1120,1.53,2.5,6-2 6-2 
Eastbourne International,2019-06-26 00:00:00,Outdoor,Grass,3rd Round,3,Peterson R.,Kerber A.,Kerber A.,66,5,842,4685,4.5,1.2,6-7 0-6 
Eastbourne International,2019-06-26 00:00:00,Outdoor,Grass,3rd Round,3,Pliskova Ka.,Mertens E.,Pliskova Ka.,3,21,5685,2195,1.44,2.75,6-1 6-2 
Eastbourne International,2019-06-26 00:00:00,Outdoor,Grass,3rd Round,3,Hercog P.,Halep S.,Halep S.,60,7,929,3963,6.5,1.11,1-6 6-4 3-6
Eastbourne International,2019-06-26 00:00:00,Outdoor,Grass,3rd Round,3,Bertens K.,Friedsam A.L.,Bertens K.,4,356,5425,117,1.2,4.5,6-3 6-3 
Eastbourne International,2019-06-26 00:00:00,Outdoor,Grass,3rd Round,3,Wozniacki C.,Sabalenka A.,Sabalenka A.,14,10,2833,3565,1.53,2.5,6-2 4-6 6-7
Eastbourne International,2019-06-27 00:00:00,Outdoor,Grass,Quarterfinals,3,Jabeur O.,Cornet A.,Jabeur O.,62,55,885,1070,2.0,1.8,1-6 7-5 6-3
Eastbourne International,2019-06-27 00:00:00,Outdoor,Grass,Quarterfinals,3,Halep S.,Kerber A.,Kerber A.,7,5,3963,4685,1.9,1.9,4-6 3-6 
Eastbourne International,2019-06-27 00:00:00,Outdoor,Grass,Quarterfinals,3,Bertens K.,Sabalenka A.,Bertens K.,4,10,5425,3565,1.44,2.75,6-4 3-6 6-4
Eastbourne International,2019-06-27 00:00:00,Outdoor,Grass,Quarterfinals,3,Alexandrova E.,Pliskova Ka.,Pliskova Ka.,52,3,1118,5685,3.5,1.3,2-6 0-6 
Eastbourne International,2019-06-28 00:00:00,Outdoor,Grass,Semifinals,3,Pliskova Ka.,Bertens K.,Pliskova Ka.,3,4,5685,5425,1.53,2.5,6-1 6-2 
Eastbourne International,2019-06-29 00:00:00,Outdoor,Grass,The Final,3,Kerber A.,Pliskova Ka.,Pliskova Ka.,5,3,4685,5685,2.1,1.72,1-6 4-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Hercog P.,Kuzmova V.,Hercog P.,60,47,989,1185,1.53,2.5,4-6 7-6 7-5
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Barthel M.,Bouzkova M.,Bouzkova M.,96,115,659,547,2.2,1.66,3-6 3-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Gasparyan M.,Friedsam A.L.,Gasparyan M.,62,286,929,172,1.8,2.0,6-4 6-4 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Sharma A.,Kenin S.,Kenin S.,93,28,671,1895,6.0,1.12,4-6 2-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Keys M.,Kumkhum L.,Keys M.,16,107,2615,580,1.06,10.0,6-3 6-2 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Mcnally C.,Watson H.,Watson H.,165,122,363,531,1.44,2.75,6-7 2-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Sakkari M.,Pera B.,Sakkari M.,32,90,1670,689,1.3,3.5,7-6 6-3 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Gavrilova D.,Svitolina E.,Svitolina E.,74,8,791,3868,3.5,1.3,5-7 0-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Yastremska D.,Giorgi C.,Yastremska D.,35,42,1504,1303,1.5,2.62,6-3 6-3 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Brady J.,Martic P.,Martic P.,67,24,838,2105,2.75,1.44,6-3 3-6 4-6
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Kontaveit A.,Rogers S.,Kontaveit A.,20,298,2335,164,1.4,3.0,6-0 3-6 6-4
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Schmiedlova A.,Puig M.,Puig M.,87,52,700,1113,4.33,1.22,7-5 4-6 5-7
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Pliskova Ka.,Zhu L.,Pliskova Ka.,3,101,6055,607,1.02,19.0,6-2 7-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Swiatek I.,Golubic V.,Golubic V.,64,81,879,723,1.57,2.37,2-6 6-7 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Halep S.,Sasnovich A.,Halep S.,7,36,4063,1490,1.12,6.0,6-4 7-5 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Sabalenka A.,Rybarikova M.,Rybarikova M.,11,139,3365,423,1.44,2.75,2-6 4-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Muchova K.,Krunic A.,Muchova K.,68,113,838,550,1.5,2.62,7-5 6-2 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Pegula J.,Buzarnescu M.,Buzarnescu M.,72,53,806,1106,2.2,1.66,4-6 4-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Sevastova A.,Ahn K.,Sevastova A.,12,190,3296,307,1.14,5.5,6-3 6-4 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Bonaventure Y.,Kudermetova V.,Kudermetova V.,114,59,549,994,2.5,1.53,2-6 4-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Potapova A.,Teichmann J.,Potapova A.,71,89,815,698,1.57,2.37,2-6 6-4 6-1
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Vondrousova M.,Brengle M.,Brengle M.,14,85,2775,704,1.14,5.5,4-6 4-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Putintseva Y.,Osaka N.,Putintseva Y.,39,2,1355,6377,2.75,1.44,7-6 6-2 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Diyas Z.,Collins D.,Collins D.,86,34,700,1518,1.4,3.0,3-6 5-7 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Wickmayer Y.,Peterson R.,Wickmayer Y.,148,63,394,879,2.37,1.57,6-4 6-3 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Jakupovic D.,Flipkens K.,Flipkens K.,143,103,413,593,4.5,1.2,1-6 3-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Tomljanovic A.,Kasatkina D.,Tomljanovic A.,49,30,1150,1745,1.8,2.0,6-3 6-1 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Williams V.,Gauff C.,Gauff C.,44,313,1205,148,1.22,4.33,4-6 4-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Azarenka V.,Cornet A.,Azarenka V.,40,51,1320,1140,1.36,3.2,6-4 6-4 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Ostapenko J.,Hsieh S.W.,Hsieh S.W.,37,29,1486,1885,2.1,1.72,2-6 2-6 
Wimbledon,2019-07-01 00:00:00,Outdoor,Grass,1st Round,3,Zhang S.,Garcia C.,Zhang S.,50,23,1145,2105,5.0,1.16,6-4 6-0 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Alexandrova E.,Siniakova K.,Siniakova K.,45,38,1193,1387,1.61,2.3,6-2 1-6 1-6
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Dart H.,Mchale C.,Dart H.,182,108,325,576,1.66,2.2,4-6 6-4 6-4
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Kuznetsova S.,Van Uytvanck A.,Van Uytvanck A.,104,58,586,1030,2.5,1.53,4-6 6-4 2-6
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Wang Q.,Lapko V.,Wang Q.,15,106,2752,581,1.3,3.5,6-2 6-2 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Tsurenko L.,Strycova B.,Strycova B.,33,54,1616,1100,2.75,1.44,3-6 2-6 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Mertens E.,Ferro F.,Mertens E.,21,100,2195,614,1.12,6.0,6-2 6-0 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Petkovic A.,Niculescu M.,Niculescu M.,69,111,835,556,2.1,1.72,6-2 2-6 5-7
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Stephens S.,Bacsinszky T.,Stephens S.,9,91,3682,684,1.33,3.4,6-2 6-4 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Voegele S.,Kanepi K.,Kanepi K.,97,76,647,775,3.2,1.36,7-5 5-7 4-6
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Davis L.,Kozlova K.,Davis L.,95,66,665,840,1.5,2.62,6-3 6-2 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Zheng S.,Barty A.,Barty A.,43,1,1210,6495,15.0,1.03,4-6 2-6 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Linette M.,Kalinskaya A.,Linette M.,75,144,785,411,2.2,1.66,6-0 7-6 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Maria T.,Kerber A.,Kerber A.,65,5,856,4805,7.0,1.1,4-6 3-6 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Wang Yaf.,Martincova T.,Wang Yaf.,57,138,1038,428,1.61,2.3,6-2 7-5 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Diatchenko V.,Mladenovic K.,Mladenovic K.,83,48,710,1155,3.4,1.33,5-7 7-6 2-6
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Siegemund L.,Swan K.,Siegemund L.,82,205,718,274,2.1,1.72,6-2 6-4 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Pavlyuchenkova A.,Bencic B.,Bencic B.,46,13,1185,3073,5.0,1.16,2-6 3-6 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Zidansek T.,Bouchard E.,Zidansek T.,61,79,950,752,1.5,2.62,6-3 5-7 8-6
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Bogdan A.,Konta J.,Konta J.,132,18,468,2430,6.0,1.12,5-7 2-6 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Anisimova A.,Cirstea S.,Anisimova A.,26,77,1949,769,1.22,4.33,6-3 6-3 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Muguruza G.,Haddad Maia B.,Haddad Maia B.,27,121,1925,531,1.33,3.4,4-6 4-6 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Jorovic I.,Kerkhove L.,Jorovic I.,99,201,626,285,2.0,1.8,7-6 6-4 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Stosur S.,Suarez Navarro C.,Suarez Navarro C.,119,31,533,1732,1.66,2.2,2-6 5-7 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Flink V.,Badosa P.,Flink V.,141,135,419,420,2.1,1.72,6-4 6-2 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Ruse E.G.,Goerges J.,Goerges J.,176,17,332,2605,4.33,1.22,5-7 1-6 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Kvitova P.,Jabeur O.,Kvitova P.,6,56,4555,1050,1.3,3.5,6-4 6-2 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Pliskova Kr.,Juvan K.,Juvan K.,94,133,666,464,1.72,2.1,4-6 6-2 4-6
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Williams S.,Gatto-Monticone G.,Williams S.,10,161,3411,368,1.04,13.0,6-2 7-5 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Rodionova Ar.,Townsend T.,Townsend T.,211,123,266,530,2.1,1.72,2-6 3-6 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Bertens K.,Minella M.,Bertens K.,4,98,5430,645,1.04,13.0,6-3 6-2 
Wimbledon,2019-07-02 00:00:00,Outdoor,Grass,1st Round,3,Vekic D.,Riske A.,Riske A.,22,55,2180,1077,1.57,2.37,6-3 3-6 5-7
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Sakkari M.,Bouzkova M.,Sakkari M.,32,115,1670,547,1.22,4.33,6-4 6-1 
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Tomljanovic A.,Azarenka V.,Azarenka V.,49,40,1150,1320,3.2,1.36,2-6 0-6 
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Muchova K.,Brengle M.,Muchova K.,68,85,838,704,1.44,2.75,6-3 6-4 
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Flipkens K.,Hsieh S.W.,Hsieh S.W.,103,29,593,1885,2.75,1.44,6-7 3-6 
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Pliskova Ka.,Puig M.,Pliskova Ka.,3,52,6055,1113,1.08,8.0,6-0 6-4 
